20240404 120500;5282;5282.75;5282;5282.5;262
20240404 120600;5282.5;5283;5282.25;5282.75;200
20240404 120700;5282.75;5283;5282;5282.25;173
20240404 120800;5282.25;5283.5;5282.25;5283.5;260
20240404 120900;5283.25;5283.75;5283.25;5283.5;175
20240404 121000;5283.25;5283.25;5282.5;5282.5;138
20240404 121100;5282.5;5282.5;5281.25;5281.25;212
20240404 121200;5281.5;5282;5281.25;5281.75;175
20240404 121300;5281.75;5282.5;5281.75;5282.5;312
20240404 121400;5282.25;5283.25;5282.25;5282.5;302
20240404 121500;5282.5;5283.25;5282.25;5283.25;135
20240404 121600;5283;5283.25;5282.5;5283;147
20240404 121700;5282.75;5283.25;5282.5;5283;131
20240404 121800;5283.25;5283.25;5282.75;5282.75;210
20240404 121900;5282.75;5283;5282;5282.25;170
20240404 122000;5282.25;5282.25;5281;5281.5;475
20240404 122100;5281.25;5281.75;5280.75;5281;539
20240404 122200;5281.25;5281.5;5281.25;5281.5;143
20240404 122300;5281.5;5282;5281.5;5281.75;276
20240404 122400;5281.5;5282.5;5281.5;5282;262
20240404 122500;5282;5282;5281.5;5281.75;144
20240404 122600;5281.5;5282;5281.25;5282;278
20240404 122700;5282;5282.75;5281.5;5282.75;232
20240404 122800;5282.75;5283.25;5282.5;5283;601
20240404 122900;5282.75;5284;5282.5;5283.75;488
20240404 123000;5283.75;5284.25;5281.75;5282.5;1042
20240404 123100;5283;5287;5283;5285;5852
20240404 123200;5285.25;5285.25;5282;5284;1456
20240404 123300;5284;5285.5;5283;5284.25;915
20240404 123400;5284.25;5286.5;5284;5285.5;906
20240404 123500;5285.75;5289;5285.5;5287.75;2061
20240404 123600;5287.5;5289;5287.5;5288.75;1069
20240404 123700;5288.75;5290.25;5288.75;5289.75;1313
